,Target,Customer_Age,Dependent_count,Education_Level,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,On_book_cat,Important_client_score,Avg_Trans_Amt,Customer_Age_Category,Days_Inactive_Last_Year,RecencyScore,Affluent_criteria,Budget_criteria,Young_prof_criteria,High_net_worth_individual,Product_by_Year,Marital_Status,Total_Amt_Increased,Has_debt,MonetaryScore,FrequencyScore,Age_&_Marital,Gender_&_Age,Card_&_Age,Gender_&_Frequency,Gender_&_Monetary,Total_Ct_Increased,Ct_vs_Amt,Family_criteria,Credit_builder_criteria,Digital_criteria,Rewards_maximizer,May_marry,Gender
10,0.0,41.0,3.0,1,1,0.0,33.0,4.0,2.0,1.0,4470.0,680.0,3790.0,1.608,931.0,18.0,1.571,0.152,1.0,11.0,51.72222222222222,1.0,60.0,4.0,0.0,0.0,0.0,0.0,1.4545454545454546,Married,1,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,1,Inc_ct_inc_amt,1,0,0,0,0,1
11,0.0,47.0,4.0,2,0,0.0,36.0,3.0,3.0,2.0,2492.0,1560.0,932.0,0.573,1126.0,23.0,0.353,0.626,2.0,9.0,48.95652173913044,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.0,Single,0,1,1,1,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,1,0,0,0,0
12,0.0,54.0,2.0,2,3,0.0,42.0,4.0,2.0,3.0,12217.0,0.0,12217.0,1.075,1110.0,21.0,0.75,0.0,2.0,14.0,52.857142857142854,1.0,60.0,4.0,0.0,0.0,0.0,0.0,1.1428571428571428,Married,1,0,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_inc_amt,0,0,0,0,0,1
13,0.0,41.0,3.0,3,0,0.0,28.0,6.0,1.0,2.0,7768.0,1669.0,6099.0,0.797,1051.0,22.0,0.833,0.215,1.0,14.0,47.77272727272727,1.0,30.0,5.0,0.0,0.0,0.0,0.0,2.571428571428571,Single,0,1,1,1,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,0,0,0,0,0
14,0.0,59.0,1.0,1,1,0.0,46.0,4.0,1.0,2.0,14784.0,1374.0,13410.0,0.921,1197.0,23.0,1.3,0.093,2.0,15.333333333333334,52.04347826086956,2.0,30.0,5.0,0.0,0.0,0.0,0.0,1.0434782608695652,Unknown,0,1,1,1,Senior_Unknown,M_Senior,Blue_Senior,M_1,M_1,1,Inc_ct_dec_amt,0,0,0,0,0,1
15,0.0,63.0,1.0,2,2,0.0,56.0,3.0,3.0,2.0,10215.0,1010.0,9205.0,0.843,1904.0,40.0,1.0,0.099,3.0,14.0,47.6,2.0,90.0,3.0,0.0,0.0,0.0,0.0,0.6428571428571428,Married,0,1,1,1,Senior_Married,M_Senior,Blue_Senior,M_1,M_1,1,Same_ct_dec_amt,0,0,0,0,0,1
16,0.0,44.0,3.0,0,1,0.0,34.0,5.0,2.0,2.0,10100.0,0.0,10100.0,0.525,1052.0,18.0,1.571,0.0,1.0,14.166666666666668,58.44444444444444,1.0,60.0,4.0,0.0,0.0,0.0,0.0,1.7647058823529411,Single,0,0,1,1,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,1,Inc_ct_dec_amt,0,0,0,0,0,0
17,0.0,47.0,4.0,1,1,0.0,42.0,6.0,1.0,0.0,4785.0,1362.0,3423.0,0.739,1045.0,38.0,0.9,0.285,2.0,21.0,27.5,1.0,30.0,5.0,0.0,0.0,0.0,0.0,1.7142857142857142,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,1,0,1,0,0,1
18,0.0,53.0,2.0,0,2,0.0,48.0,2.0,5.0,1.0,2451.0,1690.0,761.0,1.323,1596.0,26.0,1.6,0.69,3.0,8.0,61.38461538461539,1.0,150.0,1.0,0.0,0.0,0.0,0.0,0.5,Married,1,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,1,Inc_ct_inc_amt,0,1,0,0,0,1
19,0.0,58.0,0.0,3,3,0.0,49.0,6.0,2.0,2.0,12555.0,1696.0,10859.0,0.519,1291.0,24.0,0.714,0.135,3.0,24.5,53.791666666666664,2.0,60.0,4.0,0.0,0.0,0.0,0.0,1.469387755102041,Married,0,1,1,1,Senior_Married,M_Senior,Blue_Senior,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
20,0.0,55.0,1.0,2,0,0.0,36.0,4.0,2.0,1.0,3520.0,1914.0,1606.0,0.51,1407.0,43.0,0.483,0.544,2.0,12.0,32.72093023255814,1.0,60.0,4.0,0.0,1.0,0.0,0.0,1.3333333333333333,Single,0,1,1,2,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_2,F_1,0,Dec_ct_dec_amt,0,0,0,0,0,0
21,0.0,42.0,4.0,1,0,2.0,36.0,2.0,3.0,3.0,15433.0,0.0,15433.0,0.865,966.0,22.0,1.2,0.0,2.0,6.0,43.90909090909091,1.0,90.0,3.0,0.0,1.0,0.0,0.0,0.6666666666666666,Married,0,0,1,1,Middle_Aged_Married,F_Middle_Aged,Gold_Middle_Aged,F_1,F_1,1,Inc_ct_dec_amt,1,0,0,0,0,0
22,0.0,57.0,1.0,3,1,0.0,49.0,3.0,3.0,2.0,3672.0,886.0,2786.0,1.32,1464.0,28.0,0.556,0.241,3.0,12.25,52.285714285714285,2.0,90.0,3.0,0.0,0.0,0.0,0.0,0.7346938775510204,Unknown,1,1,1,1,Senior_Unknown,F_Senior,Blue_Senior,F_1,F_1,0,Dec_ct_inc_amt,0,0,0,0,0,0
23,1.0,66.0,0.0,5,2,0.0,56.0,5.0,4.0,3.0,7882.0,605.0,7277.0,1.052,704.0,16.0,0.143,0.077,3.0,23.333333333333336,44.0,2.0,120.0,2.0,0.0,0.0,0.0,0.0,1.0714285714285714,Married,1,1,1,1,Senior_Married,F_Senior,Blue_Senior,F_1,F_1,0,Dec_ct_inc_amt,0,0,0,0,0,0
24,0.0,45.0,3.0,3,3,0.0,41.0,2.0,2.0,2.0,32426.0,578.0,31848.0,1.042,1109.0,28.0,0.474,0.018,2.0,6.833333333333333,39.607142857142854,1.0,60.0,4.0,0.0,0.0,0.0,0.0,0.5853658536585367,Single,1,1,1,1,Middle_Aged_Single,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_inc_amt,0,0,0,0,0,1
25,0.0,51.0,2.0,2,1,0.0,44.0,4.0,1.0,0.0,6205.0,2204.0,4001.0,0.803,1347.0,28.0,0.556,0.355,2.0,14.666666666666666,48.107142857142854,1.0,30.0,5.0,0.0,0.0,0.0,0.0,1.090909090909091,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,1,0,0,1
26,0.0,50.0,1.0,2,1,1.0,43.0,3.0,2.0,3.0,17304.0,2517.0,14787.0,1.449,1756.0,33.0,1.2,0.145,2.0,10.75,53.21212121212121,1.0,60.0,4.0,0.0,0.0,0.0,0.0,0.8372093023255813,Single,1,1,1,1,Middle_Aged_Single,F_Middle_Aged,Silver_Middle_Aged,F_1,F_1,1,Inc_ct_inc_amt,0,0,0,0,0,0
27,0.0,49.0,3.0,1,2,0.0,37.0,5.0,2.0,1.0,3906.0,0.0,3906.0,1.214,1756.0,32.0,1.0,0.0,2.0,15.416666666666668,54.875,1.0,60.0,4.0,0.0,0.0,0.0,0.0,1.6216216216216215,Married,1,0,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,1,Inc_ct_inc_amt,1,0,0,0,0,1
28,0.0,38.0,4.0,3,2,0.0,28.0,2.0,3.0,3.0,9830.0,2055.0,7775.0,0.977,1042.0,23.0,0.917,0.209,1.0,4.666666666666667,45.30434782608695,1.0,90.0,3.0,0.0,0.0,0.0,0.0,0.8571428571428571,Single,0,1,1,1,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,0,0,0,0,0
29,0.0,49.0,4.0,0,3,0.0,30.0,3.0,2.0,3.0,34516.0,0.0,34516.0,1.621,1444.0,28.0,1.333,0.0,1.0,7.5,51.57142857142857,1.0,60.0,4.0,0.0,0.0,0.0,0.0,1.2,Single,1,0,1,1,Middle_Aged_Single,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,1,Inc_ct_inc_amt,0,0,0,0,0,1
30,0.0,46.0,3.0,1,3,0.0,40.0,4.0,3.0,3.0,19458.0,1435.0,18023.0,0.787,1217.0,27.0,0.8,0.074,2.0,13.333333333333334,45.074074074074076,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.2,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,1,0,0,0,0,1
31,0.0,52.0,1.0,2,3,0.0,40.0,5.0,1.0,1.0,4745.0,1227.0,3518.0,0.624,1140.0,40.0,0.6,0.259,2.0,16.666666666666668,28.5,1.0,30.0,5.0,0.0,0.0,0.0,0.0,1.5,Single,0,1,1,1,Middle_Aged_Single,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
32,0.0,52.0,3.0,3,0,0.0,41.0,6.0,3.0,2.0,2622.0,1549.0,1073.0,1.321,1878.0,30.0,1.143,0.591,2.0,20.5,62.6,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.7560975609756098,Married,1,1,1,1,Middle_Aged_Married,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,1,Inc_ct_inc_amt,1,0,0,0,0,0
33,1.0,54.0,1.0,3,0,0.0,40.0,2.0,3.0,1.0,1438.3,808.0,630.3,0.997,705.0,19.0,0.9,0.562,2.0,6.666666666666667,37.10526315789474,1.0,90.0,3.0,0.0,0.0,0.0,0.0,0.6,Married,0,1,1,1,Middle_Aged_Married,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,1,0,0,0,0
34,0.0,49.0,2.0,1,4,0.0,36.0,4.0,2.0,0.0,19763.0,2517.0,17246.0,0.664,1414.0,35.0,0.25,0.127,2.0,12.0,40.4,1.0,60.0,4.0,1.0,0.0,0.0,0.0,1.3333333333333333,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,1,0,0,1
35,1.0,56.0,2.0,3,4,0.0,36.0,1.0,3.0,3.0,15769.0,0.0,15769.0,1.041,602.0,15.0,0.364,0.0,2.0,3.0,40.13333333333333,2.0,90.0,3.0,1.0,0.0,0.0,0.0,0.3333333333333333,Married,1,0,1,1,Senior_Married,M_Senior,Blue_Senior,M_1,M_1,0,Dec_ct_inc_amt,0,0,0,0,0,1
36,0.0,49.0,4.0,3,0,0.0,36.0,6.0,4.0,2.0,3298.0,2200.0,1098.0,0.678,1052.0,32.0,0.6,0.667,2.0,18.0,32.875,1.0,120.0,2.0,0.0,0.0,0.0,0.0,2.0,Unknown,0,1,1,1,Middle_Aged_Unknown,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,1,0,0,0,0,0
37,0.0,49.0,3.0,3,0,0.0,36.0,2.0,2.0,0.0,2802.0,2363.0,439.0,0.75,1295.0,40.0,0.6,0.843,2.0,6.0,32.375,1.0,60.0,4.0,0.0,0.0,0.0,0.0,0.6666666666666666,Single,0,1,1,1,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,0,1,0,0,0
38,0.0,56.0,2.0,0,1,0.0,50.0,4.0,2.0,3.0,4458.0,1880.0,2578.0,1.107,1424.0,29.0,1.417,0.422,3.0,16.666666666666668,49.10344827586207,2.0,60.0,4.0,0.0,0.0,0.0,0.0,0.96,Married,1,1,1,1,Senior_Married,M_Senior,Blue_Senior,M_1,M_1,1,Inc_ct_inc_amt,0,0,0,0,0,1
39,0.0,42.0,2.0,1,2,0.0,34.0,4.0,4.0,3.0,3336.0,1753.0,1583.0,0.69,1168.0,27.0,1.25,0.525,1.0,11.333333333333334,43.25925925925926,1.0,120.0,2.0,0.0,0.0,0.0,0.0,1.4117647058823528,Single,0,1,1,1,Middle_Aged_Single,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,1,Inc_ct_dec_amt,0,0,0,0,0,1
40,0.0,55.0,3.0,2,3,0.0,47.0,4.0,2.0,3.0,3436.0,2016.0,1420.0,0.901,1097.0,33.0,0.833,0.587,2.0,15.666666666666666,33.24242424242424,1.0,60.0,4.0,0.0,0.0,0.0,0.0,1.021276595744681,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,1,0,0,0,0,1
41,1.0,48.0,2.0,3,2,1.0,35.0,2.0,4.0,4.0,34516.0,0.0,34516.0,0.763,691.0,15.0,0.5,0.0,1.0,5.833333333333333,46.06666666666667,1.0,120.0,2.0,0.0,0.0,0.0,0.0,0.6857142857142857,Married,0,0,1,1,Middle_Aged_Married,M_Middle_Aged,Silver_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
42,0.0,39.0,1.0,1,2,0.0,33.0,5.0,3.0,3.0,5926.0,1251.0,4675.0,0.944,1316.0,28.0,1.154,0.211,1.0,13.75,47.0,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.8181818181818181,Divorced,0,1,1,1,Middle_Aged_Divorced,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,1,Inc_ct_dec_amt,0,0,0,0,0,1
43,0.0,44.0,4.0,4,4,0.0,32.0,2.0,4.0,2.0,23957.0,2102.0,21855.0,0.997,1276.0,26.0,0.733,0.088,1.0,5.333333333333333,49.07692307692308,1.0,120.0,2.0,1.0,0.0,0.0,0.0,0.75,Single,0,1,1,1,Middle_Aged_Single,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
44,0.0,53.0,2.0,1,4,0.0,44.0,4.0,2.0,2.0,14734.0,1634.0,13100.0,0.989,1289.0,23.0,0.917,0.111,2.0,14.666666666666666,56.04347826086956,1.0,60.0,4.0,1.0,0.0,0.0,0.0,1.090909090909091,Single,0,1,1,1,Middle_Aged_Single,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
45,0.0,51.0,4.0,0,3,1.0,38.0,4.0,1.0,4.0,34516.0,1515.0,33001.0,0.592,1293.0,32.0,0.6,0.044,2.0,12.666666666666666,40.40625,1.0,30.0,5.0,0.0,0.0,0.0,0.0,1.2631578947368423,Single,0,1,1,1,Middle_Aged_Single,M_Middle_Aged,Silver_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
46,0.0,57.0,2.0,2,2,0.0,52.0,5.0,3.0,3.0,6584.0,1817.0,4767.0,0.62,1353.0,35.0,0.667,0.276,3.0,21.666666666666664,38.65714285714286,2.0,90.0,3.0,0.0,0.0,0.0,0.0,1.153846153846154,Married,0,1,1,1,Senior_Married,M_Senior,Blue_Senior,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
47,0.0,44.0,2.0,0,0,0.0,20.0,6.0,3.0,3.0,2084.0,1468.0,616.0,1.004,1132.0,28.0,0.556,0.704,0.0,10.0,40.42857142857143,1.0,90.0,3.0,0.0,0.0,0.0,0.0,3.5999999999999996,Single,1,1,1,1,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_inc_amt,0,1,0,0,0,0
48,0.0,51.0,4.0,3,4,0.0,42.0,3.0,2.0,3.0,34516.0,1763.0,32753.0,1.266,1550.0,41.0,1.05,0.051,2.0,10.5,37.80487804878049,1.0,60.0,4.0,1.0,0.0,0.0,0.0,0.8571428571428571,Single,1,1,1,1,Middle_Aged_Single,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,1,Inc_ct_inc_amt,0,0,0,0,0,1
49,0.0,55.0,2.0,3,0,0.0,42.0,5.0,3.0,3.0,2216.0,1034.0,1182.0,0.758,1540.0,36.0,0.286,0.467,2.0,17.5,42.77777777777778,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.4285714285714286,Married,0,1,1,1,Middle_Aged_Married,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,1,0,0,0,0
50,0.0,54.0,1.0,3,2,0.0,43.0,4.0,2.0,3.0,2910.0,2030.0,880.0,0.769,1256.0,21.0,0.4,0.698,2.0,14.333333333333334,59.80952380952381,1.0,60.0,4.0,0.0,0.0,0.0,0.0,1.1162790697674418,Unknown,0,1,1,1,Middle_Aged_Unknown,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
51,0.0,42.0,5.0,0,3,0.0,37.0,6.0,2.0,2.0,22913.0,1528.0,21385.0,0.414,1394.0,35.0,0.522,0.067,2.0,18.5,39.82857142857143,1.0,60.0,4.0,0.0,0.0,0.0,0.0,1.9459459459459458,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,1,0,0,0,0,1
52,0.0,44.0,1.0,2,2,0.0,35.0,3.0,3.0,3.0,24312.0,1932.0,22380.0,1.312,1341.0,24.0,1.182,0.079,1.0,8.75,55.875,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.0285714285714287,Single,1,1,1,1,Middle_Aged_Single,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,1,Inc_ct_inc_amt,0,0,0,0,0,1
53,0.0,53.0,2.0,3,3,0.0,36.0,5.0,3.0,2.0,5272.0,1515.0,3757.0,0.857,1289.0,33.0,0.435,0.287,2.0,15.0,39.06060606060606,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.6666666666666667,Single,0,1,1,1,Middle_Aged_Single,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
54,0.0,37.0,3.0,0,0,0.0,29.0,4.0,4.0,2.0,7038.0,1801.0,5237.0,0.751,2339.0,57.0,0.966,0.256,1.0,9.666666666666666,41.03508771929825,1.0,120.0,2.0,0.0,0.0,0.0,0.0,1.6551724137931036,Single,0,1,2,2,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_2,F_2,0,Dec_ct_dec_amt,0,0,0,0,0,0
55,0.0,49.0,3.0,3,2,0.0,30.0,6.0,1.0,2.0,2536.0,1823.0,713.0,0.703,1468.0,23.0,0.353,0.719,1.0,15.0,63.82608695652174,1.0,30.0,5.0,0.0,0.0,0.0,0.0,2.4,Divorced,0,1,1,1,Middle_Aged_Divorced,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,1,0,0,0,0,1
56,0.0,47.0,2.0,3,3,0.0,38.0,6.0,3.0,2.0,28904.0,1899.0,27005.0,0.85,1334.0,35.0,0.4,0.066,2.0,19.0,38.114285714285714,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.8947368421052633,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
57,0.0,47.0,3.0,3,2,0.0,37.0,4.0,4.0,0.0,8567.0,1695.0,6872.0,1.242,1457.0,41.0,1.412,0.198,2.0,12.333333333333334,35.53658536585366,1.0,120.0,2.0,0.0,0.0,0.0,0.0,1.2972972972972971,Married,1,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,1,Inc_ct_inc_amt,1,0,1,0,0,1
58,0.0,44.0,1.0,2,4,0.0,36.0,6.0,2.0,2.0,34516.0,1533.0,32983.0,0.924,1603.0,29.0,0.526,0.044,2.0,18.0,55.275862068965516,1.0,60.0,4.0,1.0,0.0,0.0,0.0,2.0,Unknown,0,1,1,1,Middle_Aged_Unknown,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
59,1.0,55.0,4.0,2,1,0.0,45.0,2.0,4.0,3.0,2158.0,0.0,2158.0,0.585,615.0,12.0,0.714,0.0,2.0,7.5,51.25,1.0,120.0,2.0,0.0,0.0,0.0,0.0,0.5333333333333333,Married,0,0,1,1,Middle_Aged_Married,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,1,1,0,0,0,0
60,0.0,59.0,1.0,3,2,0.0,52.0,2.0,3.0,3.0,10133.0,1417.0,8716.0,0.383,1068.0,20.0,0.818,0.14,3.0,8.666666666666666,53.4,2.0,90.0,3.0,0.0,0.0,0.0,0.0,0.46153846153846156,Married,0,1,1,1,Senior_Married,F_Senior,Blue_Senior,F_1,F_1,0,Dec_ct_dec_amt,0,0,0,0,0,0
61,0.0,52.0,2.0,3,2,0.0,47.0,5.0,3.0,0.0,3085.0,1910.0,1175.0,0.921,1531.0,35.0,0.667,0.619,2.0,19.583333333333332,43.74285714285714,1.0,90.0,3.0,0.0,0.0,0.0,0.0,1.2765957446808511,Married,0,1,1,1,Middle_Aged_Married,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,1,0,0,1
62,0.0,53.0,2.0,1,4,0.0,35.0,4.0,2.0,1.0,19040.0,2056.0,16984.0,0.607,1212.0,31.0,0.722,0.108,1.0,11.666666666666666,39.096774193548384,1.0,60.0,4.0,1.0,0.0,0.0,0.0,1.3714285714285714,Single,0,1,1,1,Middle_Aged_Single,M_Middle_Aged,Blue_Middle_Aged,M_1,M_1,0,Dec_ct_dec_amt,0,0,0,0,0,1
63,0.0,43.0,3.0,0,0,0.0,35.0,5.0,2.0,3.0,4026.0,0.0,4026.0,0.483,1237.0,32.0,0.6,0.0,1.0,14.583333333333332,38.65625,1.0,60.0,4.0,0.0,0.0,0.0,0.0,1.7142857142857144,Single,0,0,1,1,Middle_Aged_Single,F_Middle_Aged,Blue_Middle_Aged,F_1,F_1,0,Dec_ct_dec_amt,0,0,0,0,0,0
